Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86490965.7,107846895.6,88639944.3,-43093125.6,0,0,0,0,0,0,1341035.1,0,0,0,..,0,..
"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Syrian Arab Republic,SYR,45725000.051525,-67800000,-38000000,-125000000,-84400000,-58700000,-9094999.941,194155400.079675,186715600.045404,63910000.04579,-108000000,-163000000,-138000000,1035946319.54931,1627346673.58582,1918646022.40967,-102000000,564970483.089762,175429569.961185,1067771763.15842,-1630000000,-3120000000,-4080000000,-5570000000,-7610000000,-12100000000,-12900000000,-13800000000,-34100000000,-21700000000,-6760000000,13666705657.675,29939554343.75,108016408364.22,133177489078.733,169038257197.395,212465653253.875,259890699494.303,294449544168.159,335447775300.616,473449204401.303,591128839675.545,677246462956.378,701785828702.336,754612615108.733,757225130372.171,735494424648.379,707323399633.259,582976846435.19,599993026798.89,608319915462.024,513840045164.316,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.5567,59.3786,55.24421,..,66.53611,59.70506,59.04523,..,50.74255,51.24191,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.96253,59.38463,54.49298,..,67.03868,59.40301,58.96867,..,51.11007,50.89319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.12623,59.37282,55.96216,..,66.05971,59.99031,59.11742,..,50.39524,51.57244,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net migration,SM.POP.NETM,Syrian Arab Republic,SYR,0,-11237,-11641,-11817,-12044,-12704,-13434,-14618,-16968,-18749,-19594,-15167,-17610,-17502,-24242,-24389,-26268,-28275,-30567,-32793,-33114,-24536,-721,-9729,-5245,-6221,-9485,-8335,-8426,-8379,-6620,-10154,-4063,-8828,-12630,-28122,-30197,-31571,-26025,-31394,-34425,-36383,-35096,-33920,10881,13382,682911,801514,-402393,-52703,-54359,-256888,-999267,-2081303,-1457679,-827496,-124063,-287501,514102,500985,269050,211220,735142,757309,546494
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA provided, total (constant 2023 US$)",DC.ODA.TOTL.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,Syrian Arab Republic,SYR,2.22680805263384,1.77990986154373,2.33606247279715,0.234453663922983,0.365006366400129,0.230133698039579,1.56405547069239,0.380344587737478,0.307695367487693,0.506214980052951,1.05521163336219,0.865546553981112,1.84331448623537,13.5642116725343,15.3662186322361,12.4981975372521,10.7767399391596,13.8391080388161,10.1941129120307,21.2976410194389,15.1164119807002,12.0681264444334,7.39567337956405,5.27301230078238,3.8226634189238,3.8652289250012,5.7055643228487,7.49310446322786,1.93659209972226,1.41022687657567,7.91597999761455,4.56305032531344,1.6349368549636,2.07399435604512,7.75048038003913,3.29209874682825,1.68166289774661,1.5383856329457,1.13703901975319,1.61066371044835,0.928387662595488,0.828355749026266,0.332106242419842,0.593994922187153,0.459434923632165,0.269512445958816,0.0633625362630155,0.220715249912159,0.319692243365071,0.399709675457259,0.303248473536366,0.532773441706037,4.02782853500484,17.796890898204,20.1860164461182,31.0503667746687,73.3611517520088,66.0215740253512,48.2449333856848,46.611326765029,86.9268240719525,70.0695269566447,31.4787623609564,47.833109429357,..
Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,Syrian Arab Republic,SYR,15.6430567725449,11.8815756979879,13.7951561276863,1.8178660796157,2.9877206691391,2.14949227027533,12.0644266774679,2.99787171794121,2.14044954713058,3.06492132170428,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.1870056483649,32.7973482748882,56.1442590932377,41.4923746951326,33.9792073941873,25.296757433792,17.7303928419957,13.6430655580007,12.0568465462672,22.7300871219041,23.4756842796562,6.16240226932895,3.71135870946995,23.3192457954519,12.0272665865817,3.74215402086895,4.29677611452752,10.316417353456,5.43880826922388,3.04726305718347,3.24874832888985,2.76139223892076,3.75952577614389,2.41546215591455,2.15296532867936,0.835879043164945,1.61575227833484,1.033429101951,0.575299004114063,0.15039297051164,0.508072565166368,0.752334138115988,1.12385696639522,0.81981362772716,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,Syrian Arab Republic,SYR,3.93495226054315,3.3641605532963,5.03696047099741,0.530284226108293,0.891995104515287,0.601626374734951,3.61737045803455,1.00341990770947,0.873093334716843,1.77970920475955,3.42287078750444,3.28579742955705,7.99147486692993,60.3060397366206,105.653669599132,109.53668375905,101.763778319328,127.720143201152,109.86820764984,237.231756049677,213.5423006894,195.530569021222,120.753064078975,89.9532712547132,62.7758818159278,57.4062497382519,66.0820081476634,69.5535490624037,16.128479108879,10.2323170053011,70.1808895539543,41.2523976899747,14.6979165470912,18.7435395798561,52.3641252284799,24.3534820800189,14.3819756137768,12.8495627315757,9.86185768342603,14.1340772383428,9.60210015791596,9.01270417377997,3.59648928611371,6.6177097988425,5.80825267375548,3.77914638121273,1.01415770452115,4.03175761107701,7.29065556424638,9.26508771670138,7.74338298966517,14.6657517427906,73.4434028754772,167.891701280834,205.898232128448,253.310865463352,463.677248673975,541.792211476682,510.315159495338,497.501997841014,476.802571461677,448.099415654604,319.775953687506,390.185397060593,..
Net official aid received (constant 2023 US$),DT.ODA.OATL.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official aid received (current US$),DT.ODA.OATL.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (constant 2023 US$),DT.ODA.ALLD.KD,Syrian Arab Republic,SYR,148425079.345703,130127563.476563,187498153.686523,22484928.1311035,38382179.2602539,32847370.1477051,152220046.99707,42276695.2514648,36642562.8662109,75267738.3422852,155672866.821289,141480163.574219,321687652.587891,2139822753.90625,3524524658.20313,3340587646.48438,3101889404.29688,3726300537.10938,2894248291.01563,5689162109.375,4842777832.03125,4717179199.21875,3085463378.90625,2357462402.34375,1742329833.98438,1651027832.03125,1605283813.47656,1472541137.69531,252958724.975586,198453125,1413901489.25781,758060546.875,280971405.029297,329772277.832031,815325317.382813,375802124.023438,269723114.013672,245439819.335938,201483901.977539,243794967.651367,200053192.138672,286180999.755859,88199752.8076172,166840606.689453,143780899.047852,103919052.124023,33569599.1516113,96805908.203125,176185394.287109,237018676.757813,206605224.609375,309257446.289063,1448906005.85938,3413042968.75,3816967529.29688,5020647460.9375,8978214843.75,10889239257.8125,11227413085.9375,11693917968.75,12145873046.875,11318178710.9375,8117213378.90625,9206277343.75,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Syrian Arab Republic,SYR,18389999.3896484,16200000.7629395,24979999.5422363,2710000.03814697,4699999.80926514,3269999.98092651,20290000.9155273,5809999.94277954,5219999.79019165,10989999.7711182,21840000.1525879,21680000.3051758,54549999.2370605,425779998.779297,771500000,827479980.46875,795520019.53125,1033319946.28906,919900024.414063,2054879882.8125,1912839965.82031,1810650024.41406,1155910034.17969,890969970.703125,643979980.46875,609979980.46875,727090026.855469,792140014.648438,190029998.779297,124620002.746582,882820007.324219,535489990.234375,196740005.493164,258579986.572266,744020019.53125,355970001.220703,215990005.493164,198108673.095703,156018661.499023,229368667.602539,159758666.992188,153678665.161133,62824668.8842773,118386169.433594,106505203.24707,71101203.918457,19915037.1551514,84199729.9194336,157744735.717773,203618545.532227,174089996.337891,335524505.615234,1671554443.35938,3637695556.64063,4174310546.875,4920466796.875,8899744140.625,10415775390.625,9990871093.75,10125923828.125,10036421875,9691870117.1875,7182862792.96875,9206277343.75,..
Net official development assistance received (constant 2023 US$),DT.ODA.ODAT.KD,Syrian Arab Republic,SYR,148425079.345703,130127563.476563,187498153.686523,22484928.1311035,38382179.2602539,32847370.1477051,152220046.99707,42276695.2514648,36642562.8662109,75267738.3422852,155672866.821289,141480163.574219,321687652.587891,2139822753.90625,3524524658.20313,3340587646.48438,3101889404.29688,3726300537.10938,2894248291.01563,5689162109.375,4842777832.03125,4717179199.21875,3085463378.90625,2357462402.34375,1742329833.98438,1651027832.03125,1605283813.47656,1472541137.69531,252958724.975586,198453125,1413901489.25781,758060546.875,280971405.029297,329772277.832031,815325317.382813,375802124.023438,269723114.013672,245439819.335938,201483901.977539,243794967.651367,200053192.138672,286180999.755859,88199752.8076172,166840606.689453,143780899.047852,103919052.124023,33569599.1516113,96805908.203125,176185394.287109,237018676.757813,206605224.609375,309257446.289063,1448906005.85938,3413042968.75,3816967529.29688,5020647460.9375,8978214843.75,10889239257.8125,11227413085.9375,11693917968.75,12145873046.875,11318178710.9375,8117213378.90625,9206277343.75,..
